Identificador;Item;Fecha;Estado;NCM-SIM;Exportador;Localidad;Tipo de Dato;Fecha Cumplido;Fecha Cargado;Destinación;Aduana;Via Transporte;País de Destino;Aduana de Destino;U$S Unitario;U$S FOB;Flete U$S;Seguro;Cantidad;Unidad;Kgs. Netos;Item;Marca - Sufijos;Cantidad;Unitario Divisa;FOB Divisa;Moneda Divisa;Condición de Venta;Marca o Descripcion;Descripcion Arancelaria
22001EC01078466P;1;44861;OFIC;0713.33.29.113D;CAS EXPORTACIONES SRL;TUCUMAN;DEFINITIVO;27/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Turquía;BS.AS. (CAPITAL);658.33;31600;6800;0;48;TONELADA;48000;0;MARCA: SM;48;658.33;31600;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01078466P;2;44861;OFIC;0713.33.29.113D;CAS EXPORTACIONES SRL;TUCUMAN;DEFINITIVO;27/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Turquía;BS.AS. (CAPITAL);658.33;15800;3400;0;24;TONELADA;24000;0;MARCA: SM;24;658.33;15800;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01078469S;1;44861;OFIC;0713.33.29.113D;CAS EXPORTACIONES SRL;TUCUMAN;DEFINITIVO;27/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Turquía;BS.AS. (CAPITAL);658.33;43450;9350;0;66;TONELADA;66000;0;MARCA: SM;66;658.33;43450;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01078469S;2;44861;OFIC;0713.33.29.113D;CAS EXPORTACIONES SRL;TUCUMAN;DEFINITIVO;27/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Turquía;BS.AS. (CAPITAL);658.33;3950;850;0;6;TONELADA;6000;0;MARCA: SM;6;658.33;3950;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01078534L;1;44861;OFIC;0713.33.29.112B;ERRAZQUIN S.R.L;SALTAÃ¿;DEFINITIVO;27/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Filipinas;BS.AS. (CAPITAL);550;66000;7200;0;120;TONELADA;120000;0;MARCA: S/MARCAS;120;550;66000;DOLAR USA;CFR;AA(S/MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01078534L;2;44861;OFIC;0713.33.29.112B;ERRAZQUIN S.R.L;SALTAÃ¿;DEFINITIVO;27/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Filipinas;BS.AS. (CAPITAL);550;30250;3300;0;55;TONELADA;55000;0;MARCA: S/MARCAS;55;550;30250;DOLAR USA;CFR;AA(S/MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01006083X;1;44861;OFIC;0713.33.29.112B;GRANOS Y SEMILLAS S.A.;CORDOBA;DEFINITIVO;27/10/2022;No disponible;CONSUMO;CORDOBA;CAMION;Jordania;CORDOBA;632.5;60720;13200;0;96;TONELADA;96000;0;MARCA: S/M;96;632.5;60720;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01006090G;1;44861;AUTO;0713.33.29.112B;CONO TRADING S.A.S.;CORDOBA;DEFINITIVO;27/10/2022;No disponible;CONSUMO;CORDOBA;CAMION;Francia;CORDOBA;860;38700;0;0;45;TONELADA;45000;0;MARCA: S/M;45;860;38700;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01006090G;2;44861;AUTO;0713.33.29.112B;CONO TRADING S.A.S.;CORDOBA;DEFINITIVO;27/10/2022;No disponible;CONSUMO;CORDOBA;CAMION;Francia;CORDOBA;860;2580;0;0;3;TONELADA;3000;0;MARCA: S/M;3;860;2580;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22029EC01006869A;1;44861;OFIC;0713.33.29.113D;AGRO WORLD ARGENTINA SRL;TUCUMAN;DEFINITIVO;27/10/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;670;36180;0;0;54;TONELADA;54000;0;MARCA: S/M;54;670;36180;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22029EC01006871Z;1;44861;OFIC;0713.33.29.113D;AGRO WORLD ARGENTINA SRL;TUCUMAN;DEFINITIVO;27/10/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;670;54484.4;0;0;81.32;TONELADA;81320;0;MARCA: S/M;81.32;670;54484.4;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000838G;1;44861;OFIC;0713.33.29.190Y;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;27/10/2022;No disponible;CONSUMO;JUJUY;CAMION;Brasil;JUJUY;525;14175;0;0;27;TONELADA;27000;0;MARCA: ARGENCROPS;27;525;14175;DOLAR USA;FCA;AA(ARGENCROPS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000840W;1;44861;OFIC;0713.33.29.113D;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;27/10/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;Alemania;JUJUY;987;12831;1688.78;0;13;TONELADA;13000;0;MARCA: S/MARCA C/ETIQUETA;13;987;12831;DOLAR USA;CFR;AA(S/MARCA C/ETIQUETA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000840W;2;44861;OFIC;0713.33.29.112B;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;27/10/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;Alemania;JUJUY;956.83;11481.99;1511.22;0;12;TONELADA;12000;1;MARCA: S/MARCA C/ETIQUETAS;4.53;906;4104.18;DOLAR USA;CFR;AA(S/MARCA C/ETIQUETAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000840W;2;44861;OFIC;0713.33.29.112B;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;27/10/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;Alemania;JUJUY;0;0;0;0;0;No disponible;0;2;MARCA: S/MARCA C/ETIQUETAS;7.47;987.66;7377.81;DOLAR USA;CFR;AA(S/MARCA C/ETIQUETAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC01001826X;1;44861;AUTO;0713.33.29.111Z;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;27/10/2022;No disponible;CONSUMO;SALTA;CAMION;Grecia;SALTA;1212.74;27893;4997;0;23;TONELADA;23000;0;MARCA: ALIMAR;23;1212.74;27893;DOLAR USA;CFR;AA(ALIMAR)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC01001827J;1;44861;OFIC;0713.33.29.113D;ANTA EXPO S.A;SALTA;DEFINITIVO;27/10/2022;No disponible;CONSUMO;SALTA;CAMION;Chile;SALTA;520;58240;0;0;112;TONELADA;112000;0;MARCA: SIN MARCA;112;520;58240;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC01001829L;1;44861;AUTO;0713.33.29.113D;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;27/10/2022;No disponible;CONSUMO;SALTA;CAMION;Italia;SALTA;800.12;40006;9994;0;50;TONELADA;50000;0;MARCA: ALIMAR;50;800.12;40006;DOLAR USA;CFR;AA(ALIMAR)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01078699A;1;44862;OFIC;0713.33.29.112B;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;28/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Francia;BS.AS. (CAPITAL);1153.33;83040;12000;0;72;TONELADA;72000;0;MARCA: S/M;72;1153.33;83040;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01078856S;1;44862;OFIC;0713.33.29.113D;GRANOS SAN LORENZO SRL;CORDOBA;DEFINITIVO;28/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Venezuela;BS.AS. (CAPITAL);650;7800;0;0;12;TONELADA;12000;0;MARCA: S/M;12;650;7800;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01078938T;1;44862;OFIC;0713.33.29.112B;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;28/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Argelia;BS.AS. (CAPITAL);1164;279359.2;44000;0;240;TONELADA;240000;0;MARCA: S/M;240;1164;279359.2;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000849X;1;44862;OFIC;0713.33.29.112B;CREMER Y ASOCIADOS SOCIEDAD ANONIMA;ACASSUSO;DEFINITIVO;28/10/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;Argelia;JUJUY;913.33;82200;16800;0;90;TONELADA;90000;0;MARCA: CREMER;90;913.33;82200;DOLAR USA;CFR;AA(CREMER)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002564K;1;44862;OFIC;0713.33.29.113D;ROME S.R.L.;SALTA;DEFINITIVO;28/10/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;600;16800;0;0;28;TONELADA;28000;0;MARCA: S/M;28;600;16800;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002565L;1;44862;OFIC;0713.33.29.113D;ROME S.R.L.;SALTA;DEFINITIVO;28/10/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;600;16800;0;0;28;TONELADA;28000;0;MARCA: S/M;28;600;16800;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002567N;1;44862;OFIC;0713.33.29.111Z;CORREA YONATHAN LUIS;MISIONES;DEFINITIVO;28/10/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;500;14500;0;0;29;TONELADA;29000;0;MARCA: SIN MARCAS;29;500;14500;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079191L;1;44865;OFIC;0713.33.29.113D;SAMAL AGRO S.A.;CORDOBA;DEFINITIVO;31/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Venezuela;BS.AS. (CAPITAL);750.98;18098.6;4700;0;24.1;TONELADA;24100;0;MARCA: S/MARCA;24.1;750.98;18098.6;DOLAR USA;CFR;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079304H;1;44865;OFIC;0713.33.29.113D;B & D INTERNATIONAL S.R.L.;CORDOBA;DEFINITIVO;31/10/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Líbano;BS.AS. (CAPITAL);670;33500;0;0;50;TONELADA;50000;0;MARCA: ALUBIA BEANS;50;670;33500;DOLAR USA;FOB;AA(ALUBIA BEANS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01006139K;1;44865;AUTO;0713.33.29.112B;GRANOS Y SEMILLAS S.A.;CORDOBA;DEFINITIVO;31/10/2022;No disponible;CONSUMO;CORDOBA;CAMION;Jordania;CORDOBA;632.5;45540;9900;0;72;TONELADA;72000;0;MARCA: S/M;72;632.5;45540;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000852C;1;44865;OFIC;0713.33.29.112B;CREMER Y ASOCIADOS SOCIEDAD ANONIMA;ACASSUSO;DEFINITIVO;31/10/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;Argelia;JUJUY;913.33;123300;25200;0;135;TONELADA;135000;0;MARCA: CREMER;135;913.33;123300;DOLAR USA;CFR;AA(CREMER)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079382N;1;44866;AUTO;0713.33.29.113D;ERRAZQUIN S.R.L;SALTAÃ¿;DEFINITIVO;01/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Filipinas;BS.AS. (CAPITAL);550;47850;5220;0;87;TONELADA;87000;0;MARCA: S/MARCAS;87;550;47850;DOLAR USA;CFR;AA(S/MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079382N;2;44866;AUTO;0713.33.29.113D;ERRAZQUIN S.R.L;SALTAÃ¿;DEFINITIVO;01/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Filipinas;BS.AS. (CAPITAL);550;30250;3300;0;55;TONELADA;55000;0;MARCA: S/MARCAS;55;550;30250;DOLAR USA;CFR;AA(S/MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079382N;3;44866;AUTO;0713.33.29.113D;ERRAZQUIN S.R.L;SALTAÃ¿;DEFINITIVO;01/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Filipinas;BS.AS. (CAPITAL);550;18150;1980;0;33;TONELADA;33000;0;MARCA: S/MARCAS;33;550;18150;DOLAR USA;CFR;AA(S/MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079393P;1;44866;OFIC;0713.33.29.111Z;ROME S.R.L.;SALTA;DEFINITIVO;01/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Angola;BS.AS. (CAPITAL);760;19000;0;0;25;TONELADA;25000;0;MARCA: S/M;25;760;19000;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079404X;1;44866;OFIC;0713.33.29.113D;ALICAMPO S.R.L.;PILAR;DEFINITIVO;01/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Filipinas;BS.AS. (CAPITAL);800;140000;0;0;175;TONELADA;175000;0;MARCA: S/M;175;800;140000;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079432J;1;44866;OFIC;0713.33.29.112B;ARGENFOOD SRL;SALTA;DEFINITIVO;01/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);860;61920;0;0;72;TONELADA;72000;0;MARCA: ARGENFOOD;72;860;61920;DOLAR USA;FOB;AA(ARGENFOOD)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22029EC01006928T;1;44866;AUTO;0713.33.29.112B;AGROEMPRESA SEMILLAS S.A.;JESUS MARIA;DEFINITIVO;01/11/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;730;20805;0;0;28.5;TONELADA;28500;0;MARCA: S/M;28.5;730;20805;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000854E;1;44866;PRES;0713.33.29.113D;LEJUY SRL;JUJUY;DEFINITIVO;01/11/2022;No disponible;CONSUMO;JUJUY;CAMION;Brasil;JUJUY;600;17400;0;0;29;TONELADA;29000;0;MARCA: S/M;29;600;17400;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000855F;1;44866;PRES;0713.33.29.113D;LEJUY SRL;JUJUY;DEFINITIVO;01/11/2022;No disponible;CONSUMO;JUJUY;CAMION;Brasil;JUJUY;600;17400;0;0;29;TONELADA;29000;0;MARCA: S/M;29;600;17400;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC03000228F;1;44866;AUTO;0713.33.29.111Z;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;01/11/2022;No disponible;CONSUMO;SALTA;CAMION;España;SALTA;977.96;112465;27260;0;115;TONELADA;115000;0;MARCA: SIN MARCA;115;977.96;112465;DOLAR USA;CFR;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC03000228F;2;44866;AUTO;0713.33.29.111Z;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;01/11/2022;No disponible;CONSUMO;SALTA;CAMION;España;SALTA;977.96;112465;27260;0;115;TONELADA;115000;0;MARCA: SIN MARCA;115;977.96;112465;DOLAR USA;CFR;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079716Y;1;44867;OFIC;0713.33.29.113D;ALEA Y CIA SOCIEDAD ANONIMA;CAP FED;DEFINITIVO;02/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);932.5;44760;0;0;48;TONELADA;48000;0;MARCA: s/m;48;932.5;44760;DOLAR USA;FOB;AA(s/m)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01079730K;1;44867;OFIC;0713.33.29.112B;SWISS AGRO EXPORT  SA;SALTA;DEFINITIVO;02/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);850;19550;3700.01;0;23;TONELADA;23000;0;MARCA: SWISS AGRO EXPORT SA;23;850;19550;DOLAR USA;CFR;AA(SWISS AGRO EXPORT SA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01006187N;1;44867;AUTO;0713.33.29.113D;BARBALE AGROPECUARIA S.R.L;CORDOBA;DEFINITIVO;02/11/2022;No disponible;CONSUMO;CORDOBA;CAMION;Chile;CORDOBA;700;5600;0;0;8;TONELADA;8000;0;MARCA: S/M;8;700;5600;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01006198P;1;44867;AUTO;0713.33.29.113D;BARBALE AGROPECUARIA S.R.L;CORDOBA;DEFINITIVO;02/11/2022;No disponible;CONSUMO;CORDOBA;CAMION;Chile;CORDOBA;650;7800;0;0;12;TONELADA;12000;0;MARCA: S/M;12;650;7800;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01006198P;2;44867;AUTO;0713.33.29.113D;BARBALE AGROPECUARIA S.R.L;CORDOBA;DEFINITIVO;02/11/2022;No disponible;CONSUMO;CORDOBA;CAMION;Chile;CORDOBA;650;10400;0;0;16;TONELADA;16000;0;MARCA: S/M;16;650;10400;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01006201A;1;44867;AUTO;0713.33.29.113D;BARBALE AGROPECUARIA S.R.L;CORDOBA;DEFINITIVO;02/11/2022;No disponible;CONSUMO;CORDOBA;CAMION;Chile;CORDOBA;650;17940;0;0;27.6;TONELADA;27600;0;MARCA: S/M;27.6;650;17940;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01006209X;1;44867;AUTO;0713.33.29.113D;BARBALE AGROPECUARIA S.R.L;CORDOBA;DEFINITIVO;02/11/2022;No disponible;CONSUMO;CORDOBA;CAMION;Chile;CORDOBA;700;78624;8985.6;0;112.32;TONELADA;112320;0;MARCA: S/M;112.32;700;78624;DOLAR USA;CPT;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000859J;1;44867;OFIC;0713.33.29.112B;CREMER Y ASOCIADOS SOCIEDAD ANONIMA;ACASSUSO;DEFINITIVO;02/11/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;Argelia;JUJUY;913.33;123300;25200;0;135;TONELADA;135000;0;MARCA: CREMER;135;913.33;123300;DOLAR USA;CFR;AA(CREMER)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000860B;1;44867;AUTO;0713.33.29.112B;CREMER Y ASOCIADOS SOCIEDAD ANONIMA;ACASSUSO;DEFINITIVO;02/11/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;Argelia;JUJUY;913.33;82200;16800;0;90;TONELADA;90000;0;MARCA: CREMER;90;913.33;82200;DOLAR USA;CFR;AA(CREMER)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000861C;1;44867;OFIC;0713.33.29.112B;CREMER Y ASOCIADOS SOCIEDAD ANONIMA;ACASSUSO;DEFINITIVO;02/11/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;Argelia;JUJUY;913.33;102750;21000;0;112.5;TONELADA;112500;0;MARCA: CREMER;112.5;913.33;102750;DOLAR USA;CFR;AA(CREMER)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000863E;1;44867;OFIC;0713.33.29.111Z;CREMER Y ASOCIADOS SOCIEDAD ANONIMA;ACASSUSO;DEFINITIVO;02/11/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;Argelia;JUJUY;913.33;102750;21000;0;112.5;TONELADA;112500;0;MARCA: CREMER;112.5;913.33;102750;DOLAR USA;CFR;AA(CREMER)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22052EC01010257F;1;44867;OFIC;0713.33.29.113D;MATRES FOOD SRL;SANTA FE;DEFINITIVO;02/11/2022;No disponible;CONSUMO;ROSARIO;CAMION;España;ROSARIO;605;87120;0;0;144;TONELADA;144000;0;MARCA: S/M;144;605;87120;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC01001865L;1;44867;AUTO;0713.33.29.111Z;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;02/11/2022;No disponible;CONSUMO;SALTA;CAMION;Grecia;SALTA;1153.98;26541.52;4997;0;23;TONELADA;23000;0;MARCA: ALIMAR;23;1153.98;26541.52;DOLAR USA;CFR;AA(ALIMAR)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002586Y;1;44867;OFIC;0713.33.29.113D;SAFRA S.R.L.;CIUDAD AUTONOMA;DEFINITIVO;02/11/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;620;17980;0;0;29;TONELADA;29000;0;MARCA: S/M;29;620;17980;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01080027B;1;44868;OFIC;0713.33.29.112B;MOLINOS MARIMBO S A I C;LA CARLOTA;DEFINITIVO;03/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;España;BS.AS. (CAPITAL);550;26400;7200;0;48;TONELADA;48000;0;MARCA: S/MARCAS;48;550;26400;DOLAR USA;CFR;AA(S/MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01080052W;1;44868;AUTO;0713.33.29.113D;DOBLE A S.A.;SALTA;DEFINITIVO;03/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);1023.55;122826;0;0;120;TONELADA;120000;0;MARCA: SM;120;1023.55;122826;DOLAR USA;FOB;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01080160W;1;44868;OFIC;0713.33.29.111Z;SWISS AGRO EXPORT  SA;SALTA;DEFINITIVO;03/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);950;43700;0;0;46;TONELADA;46000;0;MARCA: SWISS AGRO EXPORT SA;46;950;43700;DOLAR USA;FOB;AA(SWISS AGRO EXPORT SA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01080192E;1;44868;OFIC;0713.33.29.190Y;CHAGUAR  SOCIEDAD ANONIMA;SALTA;DEFINITIVO;03/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Argelia;BS.AS. (CAPITAL);480;24000;8500;0;50;TONELADA;50000;0;MARCA: S/MARCA;50;480;24000;DOLAR USA;CFR;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01080193F;1;44868;OFIC;0713.33.29.190Y;CHAGUAR  SOCIEDAD ANONIMA;SALTA;DEFINITIVO;03/11/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Argelia;BS.AS. (CAPITAL);550;27500;8500;0;50;TONELADA;50000;0;MARCA: S/MARCA;50;550;27500;DOLAR USA;CFR;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
