Identificador;Item;Fecha;Estado;NCM-SIM;Exportador;Localidad;Tipo de Dato;Fecha Cumplido;Fecha Cargado;Destinación;Aduana;Via Transporte;País de Destino;Aduana de Destino;U$S Unitario;U$S FOB;Flete U$S;Seguro;Cantidad;Unidad;Kgs. Netos;Item;Marca - Sufijos;Cantidad;Unitario Divisa;FOB Divisa;Moneda Divisa;Condición de Venta;Marca o Descripcion;Descripcion Arancelaria
22029EC01005994V;1;44809;OFIC;0713.33.29.111Z;AGRIBRAR SA;CIUDAD AUTONOMA;DEFINITIVO;05/09/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;830;46480;0;0;56;TONELADA;56000;0;MARCA: SIN MARCA;56;830;46480;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22052EC01008310C;1;44809;AUTO;0713.33.29.111Z;SAN ANTONIO EXPORT S.A;SALTA;DEFINITIVO;05/09/2022;No disponible;CONSUMO;ROSARIO;ACUATICA;Italia;ROSARIO;996;68724;0;0;69;TONELADA;69000;0;MARCA: SAN ANTONIO EXPORT;69;996;68724;DOLAR USA;FOB;AA(SAN ANTONIO EXPORT)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22052EC01008313F;1;44809;AUTO;0713.33.29.112B;SAN ANTONIO EXPORT S.A;SALTA;DEFINITIVO;05/09/2022;No disponible;CONSUMO;ROSARIO;ACUATICA;Portugal;ROSARIO;971;66999;0;0;69;TONELADA;69000;0;MARCA: SAN ANTONIO EXPORT;69;971;66999;DOLAR USA;FOB;AA(SAN ANTONIO EXPORT)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22052EC01008314G;1;44809;AUTO;0713.33.29.111Z;SAN ANTONIO EXPORT S.A;SALTA;DEFINITIVO;05/09/2022;No disponible;CONSUMO;ROSARIO;ACUATICA;Italia;ROSARIO;916;21068;0;0;23;TONELADA;23000;0;MARCA: SAN ANTONIO EXPORT;23;916;21068;DOLAR USA;FOB;AA(SAN ANTONIO EXPORT)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22052EC01008315H;1;44809;AUTO;0713.33.29.111Z;SAN ANTONIO EXPORT S.A;SALTA;DEFINITIVO;05/09/2022;No disponible;CONSUMO;ROSARIO;ACUATICA;Italia;ROSARIO;1015;46690;0;0;46;TONELADA;46000;0;MARCA: SAN ANTONIO EXPORT;46;1015;46690;DOLAR USA;FOB;AA(SAN ANTONIO EXPORT)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22052EC01008316X;1;44809;AUTO;0713.33.29.111Z;SAN ANTONIO EXPORT S.A;SALTA;DEFINITIVO;05/09/2022;No disponible;CONSUMO;ROSARIO;ACUATICA;Italia;ROSARIO;1016;70104;0;0;69;TONELADA;69000;0;MARCA: SAN ANTONIO EXPORT;69;1016;70104;DOLAR USA;FOB;AA(SAN ANTONIO EXPORT)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22052EC01008317J;1;44809;AUTO;0713.33.29.111Z;SAN ANTONIO EXPORT S.A;SALTA;DEFINITIVO;05/09/2022;No disponible;CONSUMO;ROSARIO;ACUATICA;Italia;ROSARIO;1016;23368;0;0;23;TONELADA;23000;0;MARCA: SAN ANTONIO EXPORT;23;1016;23368;DOLAR USA;FOB;AA(SAN ANTONIO EXPORT)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC01001513B;1;44809;AUTO;0713.33.29.111Z;JEWELL ESPECIALIDADES SA;SANTA FE;DEFINITIVO;05/09/2022;No disponible;CONSUMO;SALTA;FERROCARRIL;España;SALTA;950;86260;0;0;90.8;TONELADA;90800;0;MARCA: JEWELL;90.8;950;86260;DOLAR USA;FCA;AA(JEWELL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002243E;1;44809;OFIC;0713.33.29.113D;ROME S.R.L.;SALTA;DEFINITIVO;05/09/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;600;16800;0;0;28;TONELADA;28000;0;MARCA: S/M;28;600;16800;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002244F;1;44809;OFIC;0713.33.29.113D;SAFRA S.R.L.;CIUDAD AUTONOMA;DEFINITIVO;05/09/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;600;17400;0;0;29;TONELADA;29000;0;MARCA: S/M;29;600;17400;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01065755M;1;44810;OFIC;0713.33.29.113D;CONEXA FOODS AGRIBUSINESS S.A.;BUENOS AIRES;DEFINITIVO;06/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Argelia;BS.AS. (CAPITAL);652;97800;0;0;150;TONELADA;150000;0;MARCA: CONEXA FOODS;150;652;97800;DOLAR USA;FOB;AA(CONEXA FOODS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01065768Z;1;44810;OFIC;0713.33.29.112B;JEWELL ESPECIALIDADES SA;SANTA FE;DEFINITIVO;06/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;España;BS.AS. (CAPITAL);860;39560;0;0;46;TONELADA;46000;0;MARCA: S/MARCA;46;860;39560;DOLAR USA;FOB;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01065780K;1;44810;OFIC;0713.33.29.112B;JEWELL ESPECIALIDADES SA;SANTA FE;DEFINITIVO;06/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;España;BS.AS. (CAPITAL);860;19780;0;0;23;TONELADA;23000;0;MARCA: S/MARCA;23;860;19780;DOLAR USA;FOB;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01004968S;1;44810;OFIC;0713.33.29.113D;CONO TRADING S.A.S.;CORDOBA;DEFINITIVO;06/09/2022;No disponible;CONSUMO;CORDOBA;CAMION;Italia;CORDOBA;800;48000;10500;0;60;TONELADA;60000;0;MARCA: S/M;60;800;48000;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22029EC01006011C;1;44810;OFIC;0713.33.29.113D;AGRO WORLD ARGENTINA SRL;TUCUMAN;DEFINITIVO;06/09/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;630;52920;0;0;84;TONELADA;84000;0;MARCA: SALVITA;84;630;52920;DOLAR USA;FCA;AA(SALVITA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC01001514C;1;44810;AUTO;0713.33.29.112B;JEWELL ESPECIALIDADES SA;SANTA FE;DEFINITIVO;06/09/2022;No disponible;CONSUMO;SALTA;FERROCARRIL;Italia;SALTA;860;96750;0;0;112.5;TONELADA;112500;0;MARCA: SIN MARCA;112.5;860;96750;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC03000163D;1;44810;AUTO;0713.33.29.112B;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;06/09/2022;No disponible;CONSUMO;SALTA;CAMION;España;SALTA;819;282555;0;0;345;TONELADA;345000;0;MARCA: SIN MARCA;345;819;282555;DOLAR USA;FOB;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002263G;1;44810;OFIC;0713.33.29.113D;SAFRA S.R.L.;CIUDAD AUTONOMA;DEFINITIVO;06/09/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;600;17400;0;0;29;TONELADA;29000;0;MARCA: S/M;29;600;17400;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01065935M;1;44811;OFIC;0713.33.29.112B;COPRONOR SA;CIUDAD AUTONOMA;DEFINITIVO;07/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;España;BS.AS. (CAPITAL);1040.11;130326;28805;0;125.3;TONELADA;125300;0;MARCA: S/M;125.3;1040.11;130326;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000686H;1;44811;OFIC;0713.33.29.111Z;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;07/09/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;España;JUJUY;815;37490;0;0;46;TONELADA;46000;0;MARCA: ARGENCROPS;46;815;37490;DOLAR USA;FOB;AA(ARGENCROPS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000687X;1;44811;OFIC;0713.33.29.112B;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;07/09/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;España;JUJUY;765;123165;0;0;161;TONELADA;161000;0;MARCA: ARGENCROPS;161;765;123165;DOLAR USA;FOB;AA(ARGENCROPS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC01001528H;1;44811;AUTO;0713.33.29.113D;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;07/09/2022;No disponible;CONSUMO;SALTA;CAMION;Chile;SALTA;1048.2;88048.8;0;0;84;TONELADA;84000;0;MARCA: DESDELSUR;84;1048.2;88048.8;DOLAR USA;FCA;AA(DESDELSUR)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066368N;1;44812;AUTO;0713.33.29.112B;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;08/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);869.17;20860;4100;0;24;TONELADA;24000;0;MARCA: S/M;24;869.17;20860;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066486Y;1;44812;OFIC;0713.33.29.111Z;SWISS AGRO EXPORT  SA;SALTA;DEFINITIVO;08/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);886.96;3725.23;894.76;0;4.2;TONELADA;4200;0;MARCA: SWISS AGRO EXPORT SA;4.2;886.96;3725.23;DOLAR USA;CFR;AA(SWISS AGRO EXPORT SA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066497Z;1;44812;OFIC;0713.33.29.112B;SWISS AGRO EXPORT  SA;SALTA;DEFINITIVO;08/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);886.96;1507.83;362.16;0;1.7;TONELADA;1700;0;MARCA: SWISS AGRO EXPORT SA;1.7;886.96;1507.83;DOLAR USA;CFR;AA(SWISS AGRO EXPORT SA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066507X;1;44812;OFIC;0713.33.29.112B;ROME S.R.L.;SALTA;DEFINITIVO;08/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;España;BS.AS. (CAPITAL);732.5;70320;18000;0;96;TONELADA;96000;0;MARCA: S/M;96;732.5;70320;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC03010411Z;1;44812;OFIC;0713.33.29.111Z;SURFOOD S.A.;CIUDAD AUTONOMA;DEFINITIVO;08/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;España;BS.AS. (CAPITAL);800;38400;0;0;48;TONELADA;48000;0;MARCA: CRESTON GRAINS;48;800;38400;DOLAR USA;FOB;AA(CRESTON GRAINS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000693F;1;44812;OFIC;0713.33.29.112B;ASOCIACION DE COOPERATIVAS ARGENTINAS CO;CAPITAL FEDERAL;DEFINITIVO;08/09/2022;No disponible;CONSUMO;JUJUY;CAMION;Argelia;JUJUY;1024.78;164990;34650;0;161;TONELADA;161000;0;MARCA: ACA;161;1024.78;164990;DOLAR USA;CFR;AA(ACA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22053EC01001535F;1;44812;AUTO;0713.33.29.111Z;ALIMENTOS DE ARGENTINA S A ALIMAR;LAS PAMPITAS-JU;DEFINITIVO;08/09/2022;No disponible;CONSUMO;SALTA;CAMION;Grecia;SALTA;1202.86;26463;4997;0;22;TONELADA;22000;0;MARCA: ALIMAR;22;1202.86;26463;DOLAR USA;CFR;AA(ALIMAR)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002282H;1;44812;AUTO;0713.33.29.112B;J. L. GURRIERI LEGUMBRES S.R.L.;PERICO;DEFINITIVO;08/09/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;600;16800;0;0;28;TONELADA;28000;0;MARCA: S/M;28;600;16800;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066560H;1;44813;AUTO;0713.33.29.112B;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Francia;BS.AS. (CAPITAL);874.55;38480;8600;0;44;TONELADA;44000;0;MARCA: S/M;44;874.55;38480;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066562J;1;44813;AUTO;0713.33.29.113D;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);1109;138625;22000;0;125;TONELADA;125000;0;MARCA: S/M;125;1109;138625;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066618L;1;44813;OFIC;0713.33.29.920U;PROTEGRAN S.A.;CAPITAL FEDERAL;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;España;BS.AS. (CAPITAL);688.38;16521;3879;0;24;TONELADA;24000;0;MARCA: S/M;24;688.38;16521;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066698T;1;44813;OFIC;0713.33.29.113D;CAS EXPORTACIONES SRL;TUCUMAN;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Polonia;BS.AS. (CAPITAL);744.44;33500;7000;0;45;TONELADA;45000;0;MARCA: SM;45;744.44;33500;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066699U;1;44813;OFIC;0713.33.29.113D;CAS EXPORTACIONES SRL;TUCUMAN;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Países Bajos;BS.AS. (CAPITAL);745.92;17902;3600;98;24;TONELADA;24000;0;MARCA: SM;24;745.92;17902;DOLAR USA;CIF;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066774Y;1;44813;OFIC;0713.33.29.111Z;ARGENFOOD SRL;SALTA;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);1015;97440;16800;0;96;TONELADA;96000;0;MARCA: MASA;96;1015;97440;DOLAR USA;CFR;AA(MASA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01066853M;1;44813;OFIC;0713.33.29.112B;AGUSTIN VIDIZZONI S A;SALTA;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Turquía;BS.AS. (CAPITAL);800;80000;0;0;100;TONELADA;100000;0;MARCA: SIN MARCA;100;800;80000;DOLAR USA;FOB;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC03010465C;1;44813;OFIC;0713.33.29.112B;ARGENFOOD SRL;SALTA;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Turquía;BS.AS. (CAPITAL);909.05;43634.22;8400;0;48;TONELADA;48000;0;MARCA: NAWRAS;48;909.05;43634.22;DOLAR USA;CFR;AA(NAWRAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC03010469G;1;44813;OFIC;0713.33.29.112B;ARGENFOOD SRL;SALTA;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Turquía;BS.AS. (CAPITAL);909.05;65451.32;12600;0;72;TONELADA;72000;0;MARCA: NAWRAS;72;909.05;65451.32;DOLAR USA;CFR;AA(NAWRAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22029EC01006096P;1;44813;OFIC;0713.33.29.113D;NERGRAN S.R.L.;SALTA;DEFINITIVO;09/09/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;630;17640;0;0;28;TONELADA;28000;0;MARCA: S/M;28;630;17640;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22029EC01006102D;1;44813;OFIC;0713.33.29.113D;GRANOS SAN LORENZO SRL;CORDOBA;DEFINITIVO;09/09/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;600;33570;0;0;55.95;TONELADA;55950;0;MARCA: GRANOS SAN LORENZO;55.95;600;33570;DOLAR USA;FCA;AA(GRANOS SAN LORENZO)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22054EC01002888S;1;44813;OFIC;0713.33.29.113D;MAC LEGUMBRES Y CEREALES SRL;SALTA;DEFINITIVO;09/09/2022;No disponible;CONSUMO;SAN JAVIER;CAMION;Brasil;SAN JAVIER;450;12150;0;0;27;TONELADA;27000;0;MARCA: S/M;27;450;12150;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22074EC01002346J;1;44813;OFIC;0713.33.29.920U;PARAMERICA S A;S.M.DE TUCUMAN;DEFINITIVO;09/09/2022;No disponible;CONSUMO;TUCUMAN;CAMION;España;TUCUMAN;600;28800;0;0;48;TONELADA;48000;0;MARCA: PARAMERICA;48;600;28800;DOLAR USA;FOB;AA(PARAMERICA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002291H;1;44813;OFIC;0713.33.29.113D;LEJUY SRL;JUJUY;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;615;4766.25;0;0;7.75;TONELADA;7750;0;MARCA: S/M;7.75;615;4766.25;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002292X;1;44813;OFIC;0713.33.29.113D;SAFRA S.R.L.;CIUDAD AUTONOMA;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;600;17400;0;0;29;TONELADA;29000;0;MARCA: S/M;29;600;17400;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002295L;1;44813;OFIC;0713.33.29.113D;AGROEMPRESA SEMILLAS S.A.;JESUS MARIA;DEFINITIVO;09/09/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;600;10200;0;0;17;TONELADA;17000;0;MARCA: GRUPO AGROEMPRESA;17;600;10200;DOLAR USA;FCA;AA(GRUPO AGROEMPRESA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22001EC01067226H;1;44816;OFIC;0713.33.29.113D;CONEXA FOODS AGRIBUSINESS S.A.;BUENOS AIRES;DEFINITIVO;12/09/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);646;48450;0;0;75;TONELADA;75000;0;MARCA: WHITE PLAIN;75;646;48450;DOLAR USA;FOB;AA(WHITE PLAIN)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22029EC01006116X;1;44816;OFIC;0713.33.29.113D;AGRO WORLD ARGENTINA SRL;TUCUMAN;DEFINITIVO;12/09/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;630;35280;0;0;56;TONELADA;56000;0;MARCA: SALVITA;56;630;35280;DOLAR USA;FCA;AA(SALVITA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22082EC01002301W;1;44816;OFIC;0713.33.29.113D;ROME S.R.L.;SALTA;DEFINITIVO;12/09/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;600;16800;0;0;28;TONELADA;28000;0;MARCA: S/M;28;600;16800;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01005132C;1;44817;OFIC;0713.33.29.113D;BARBALE AGROPECUARIA S.R.L;CORDOBA;DEFINITIVO;13/09/2022;No disponible;CONSUMO;CORDOBA;CAMION;Chile;CORDOBA;650;36452;0;0;56.08;TONELADA;56080;0;MARCA: S/M;56.08;650;36452;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01005135F;1;44817;OFIC;0713.33.29.112B;NATURAL FOOD S.R.L.;CORDOBA;DEFINITIVO;13/09/2022;No disponible;CONSUMO;CORDOBA;CAMION;Italia;CORDOBA;962;24050;2973.07;0;25;TONELADA;25000;0;MARCA: NATURAL FOOD SRL;25;962;24050;DOLAR USA;CFR;AA(NATURAL FOOD SRL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22017EC01005135F;2;44817;OFIC;0713.33.29.113D;NATURAL FOOD S.R.L.;CORDOBA;DEFINITIVO;13/09/2022;No disponible;CONSUMO;CORDOBA;CAMION;Italia;CORDOBA;850;21250;2626.93;0;25;TONELADA;25000;0;MARCA: NATURAL FOOD SRL;25;850;21250;DOLAR USA;CFR;AA(NATURAL FOOD SRL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22029EC01006148N;1;44817;OFIC;0713.33.29.113D;AGRO WORLD ARGENTINA SRL;TUCUMAN;DEFINITIVO;13/09/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;630;35280;0;0;56;TONELADA;56000;0;MARCA: S/M;56;630;35280;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000706A;1;44817;OFIC;0713.33.29.111Z;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;13/09/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;España;JUJUY;990.87;11395;0;0;11.5;TONELADA;11500;0;MARCA: ARGENCROPS;11.5;990.87;11395;DOLAR USA;FOB;AA(ARGENCROPS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000706A;2;44817;OFIC;0713.33.29.112B;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;13/09/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;España;JUJUY;995.87;11452.5;0;0;11.5;TONELADA;11500;0;MARCA: ARGENCROPS;11.5;995.87;11452.5;DOLAR USA;FOB;AA(ARGENCROPS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22031EC01000707B;1;44817;OFIC;0713.33.29.111Z;ARGENCROPS S.A.;SAN SALVADOR DE;DEFINITIVO;13/09/2022;No disponible;CONSUMO;JUJUY;FERROCARRIL;España;JUJUY;1005.87;18508;0;0;18.4;TONELADA;18400;0;MARCA: ARGENCROPS;18.4;1005.87;18508;DOLAR USA;FOB;AA(ARGENCROPS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22052EC01008558Z;1;44817;AUTO;0713.33.29.111Z;SAN ANTONIO EXPORT S.A;SALTA;DEFINITIVO;13/09/2022;No disponible;CONSUMO;ROSARIO;ACUATICA;España;ROSARIO;991;68379;0;0;69;TONELADA;69000;0;MARCA: SAN ANTONIO EXPORT;69;991;68379;DOLAR USA;FOB;AA(SAN ANTONIO EXPORT)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
22052EC01008560J;1;44817;OFIC;0713.33.29.113D;AGROFIN S.A.;CHARATA;DEFINITIVO;13/09/2022;No disponible;CONSUMO;ROSARIO;ACUATICA;Polonia;ROSARIO;950;106875;0;0;112.5;TONELADA;112500;0;MARCA: BABY BEAN;112.5;950;106875;DOLAR USA;FOB;AA(BABY BEAN)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS POROTOS COMUNES BLANCOS OTROS
